Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,Rating,Location,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Order Accuracy
ORD000462,CUST7547,Blinkit,48:29.5,25,Snacks,431,Delivery person was rude.,2,No,Yes,2.1,Chennai,Neutral,Medium,No,In Stock,Correct
ORD002883,CUST7939,Swiggy Instamart,48:29.5,33,Personal Care,1291,Items missing from order.,2,No,Yes,5,Chennai,Positive,High,No,In Stock,Correct
ORD004301,CUST2404,Blinkit,13:29.5,12,Dairy,578,"Easy to order, loved it!",5,No,No,1,Kolkata,Negative,Low,Yes,In Stock,Correct
ORD002885,CUST2350,Swiggy Instamart,29:29.5,21,Fruits & Vegetables,96,Very satisfied with the service.,5,No,No,2.9,Kolkata,Neutral,Low,No,Out of Stock,Incorrect
ORD002886,CUST9791,JioMart,32:29.5,14,Personal Care,1293,Good quality products.,4,No,No,2.2,Delhi,Positive,High,Yes,In Stock,Correct
ORD004289,CUST3207,Blinkit,12:29.5,35,Fruits & Vegetables,579,Items missing from order.,2,No,Yes,1.9,Kolkata,Negative,Low,No,In Stock,Incorrect
ORD002888,CUST3501,Swiggy Instamart,18:29.5,25,Snacks,106,"Horrible experience, never ordering again.",1,No,Yes,3.2,Delhi,Neutral,Low,No,Out of Stock,Incorrect
ORD002889,CUST5546,Swiggy Instamart,07:29.5,22,Grocery,1310,"Fast delivery, great service!",5,No,No,2.6,Chennai,Negative,High,No,In Stock,Incorrect
ORD002890,CUST2369,Swiggy Instamart,30:29.5,27,Fruits & Vegetables,401,Delivery person was rude.,2,No,Yes,3.7,Kolkata,Positive,Low,Yes,In Stock,Incorrect
ORD000557,CUST4467,Blinkit,31:29.5,18,Fruits & Vegetables,431,Items missing from order.,2,No,Yes,2.4,Hyderabad,Negative,Medium,No,Out of Stock,Incorrect
ORD000133,CUST3646,Blinkit,06:29.5,29,Beverages,580,Very satisfied with the service.,5,No,No,2.1,Hyderabad,Negative,Medium,No,In Stock,Incorrect
ORD003575,CUST8598,Blinkit,09:29.5,34,Grocery,580,"Very late delivery, not happy.",2,No,Yes,1.8,Lucknow,Positive,Low,Yes,In Stock,Incorrect
ORD002894,CUST4329,JioMart,33:29.5,39,Grocery,250,Very satisfied with the service.,5,No,No,4,Jaipur,Neutral,Low,No,In Stock,Incorrect
ORD002895,CUST3545,JioMart,17:29.5,36,Fruits & Vegetables,65,Quick and reliable!,5,No,No,3.6,Kolkata,Negative,Low,Yes,In Stock,Correct
ORD002896,CUST9788,Blinkit,38:29.5,20,Dairy,713,Quick and reliable!,5,No,No,3.2,Mumbai,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD002897,CUST6353,Swiggy Instamart,04:29.5,17,Dairy,707,Very satisfied with the service.,5,No,No,1.5,Jaipur,Positive,Medium,Yes,Out of Stock,Correct
ORD002898,CUST7401,JioMart,01:29.5,35,Beverages,807,Items missing from order.,2,No,Yes,2.7,Mumbai,Positive,Medium,Yes,In Stock,Incorrect
ORD002899,CUST2083,Blinkit,12:29.5,35,Fruits & Vegetables,141,"Not fresh, disappointed.",2,No,Yes,1.5,Pune,Neutral,Low,No,Out of Stock,Correct
ORD002900,CUST6081,Swiggy Instamart,22:29.5,22,Fruits & Vegetables,459,"Fast delivery, great service!",5,No,No,2.7,Chennai,Positive,Low,Yes,In Stock,Incorrect
ORD002901,CUST8167,JioMart,43:29.5,16,Beverages,343,"Easy to order, loved it!",5,No,No,3,Bangalore,Neutral,Low,Yes,In Stock,Correct
ORD002902,CUST4909,Swiggy Instamart,49:29.5,25,Beverages,708,Wrong item delivered.,1,No,Yes,2.3,Hyderabad,Negative,Medium,Yes,Out of Stock,Correct
ORD002903,CUST1948,Swiggy Instamart,18:29.5,5,Personal Care,319,Good quality products.,4,No,No,3.3,Pune,Positive,Low,No,Out of Stock,Correct
ORD002904,CUST5005,Swiggy Instamart,25:29.5,35,Snacks,272,"Easy to order, loved it!",5,No,No,4.6,Delhi,Neutral,Low,Yes,Out of Stock,Correct
ORD002905,CUST2412,Swiggy Instamart,19:29.5,23,Personal Care,1202,Packaging could be better.,3,No,No,3.1,Pune,Neutral,High,No,Out of Stock,Correct
ORD002906,CUST8118,JioMart,42:29.5,31,Grocery,964,"Not fresh, disappointed.",2,No,Yes,3.5,Jaipur,Positive,Medium,No,In Stock,Correct
ORD002907,CUST2900,JioMart,42:29.5,47,Fruits & Vegetables,185,Good quality products.,4,Yes,No,3.7,Kolkata,Negative,Low,Yes,Out of Stock,Correct
ORD002908,CUST8428,JioMart,21:29.5,26,Grocery,1126,Quick and reliable!,5,No,No,2.5,Jaipur,Negative,High,Yes,Out of Stock,Incorrect
ORD000745,CUST3847,Blinkit,37:29.5,9,Fruits & Vegetables,430,Wrong item delivered.,1,No,Yes,2.8,Jaipur,Positive,Low,Yes,Out of Stock,Correct
ORD002910,CUST6067,JioMart,35:29.5,27,Fruits & Vegetables,200,"Easy to order, loved it!",5,No,No,2.5,Delhi,Positive,Low,No,In Stock,Correct
ORD002911,CUST3877,Swiggy Instamart,14:29.5,25,Snacks,458,Quick and reliable!,5,No,No,2.2,Ahmedabad,Negative,Low,No,Out of Stock,Incorrect
ORD002912,CUST2956,JioMart,45:29.5,45,Personal Care,1749,Packaging could be better.,3,Yes,No,4.2,Mumbai,Positive,High,No,In Stock,Correct
ORD002913,CUST1207,Swiggy Instamart,56:29.5,24,Beverages,719,"Easy to order, loved it!",5,No,No,2.9,Jaipur,Neutral,Medium,No,In Stock,Correct
ORD002914,CUST3248,Blinkit,24:29.5,35,Snacks,468,Excellent experience!,5,No,No,3.5,Ahmedabad,Neutral,Low,Yes,In Stock,Correct
ORD002915,CUST1185,Swiggy Instamart,08:29.5,33,Beverages,828,Quick and reliable!,5,No,No,1.3,Mumbai,Neutral,Medium,No,Out of Stock,Correct
ORD002916,CUST3684,Swiggy Instamart,34:29.5,34,Grocery,1263,"Horrible experience, never ordering again.",1,No,Yes,2.5,Jaipur,Negative,High,No,Out of Stock,Incorrect
ORD002917,CUST9133,Swiggy Instamart,11:29.5,36,Beverages,591,"Horrible experience, never ordering again.",1,No,Yes,2.6,Kolkata,Neutral,Medium,No,Out of Stock,Correct
ORD002637,CUST8973,Blinkit,20:29.5,22,Fruits & Vegetables,589,Delivery person was rude.,2,No,Yes,4,Hyderabad,Neutral,Low,No,Out of Stock,Correct
ORD002919,CUST9568,JioMart,33:29.5,24,Dairy,598,Good quality products.,4,No,No,1.6,Mumbai,Positive,Medium,Yes,In Stock,Incorrect
ORD002920,CUST9474,JioMart,22:29.5,25,Snacks,388,Excellent experience!,5,No,No,4.1,Chennai,Negative,Low,Yes,In Stock,Incorrect
ORD000394,CUST6663,Blinkit,31:29.5,21,Beverages,591,Items missing from order.,2,No,Yes,4.8,Hyderabad,Negative,Medium,Yes,Out of Stock,Correct
ORD002922,CUST3735,Swiggy Instamart,55:29.5,11,Grocery,946,Wrong item delivered.,1,No,Yes,4.3,Bangalore,Positive,Medium,No,In Stock,Incorrect
ORD002923,CUST7092,JioMart,50:29.5,33,Dairy,112,Excellent experience!,5,No,No,2.1,Mumbai,Negative,Low,No,In Stock,Correct
ORD003804,CUST3709,Blinkit,58:29.5,35,Fruits & Vegetables,427,"Horrible experience, never ordering again.",1,No,Yes,1.1,Chennai,Positive,Medium,Yes,Out of Stock,Correct
ORD002925,CUST5403,JioMart,47:29.5,40,Dairy,217,Wrong item delivered.,1,No,Yes,1.1,Mumbai,Positive,Low,No,In Stock,Incorrect
ORD004922,CUST9572,Blinkit,36:29.5,24,Beverages,591,"Fast delivery, great service!",5,No,No,4.4,Pune,Positive,Low,Yes,Out of Stock,Incorrect
ORD002927,CUST1480,Swiggy Instamart,12:29.5,34,Personal Care,1704,"Easy to order, loved it!",5,No,No,1.6,Lucknow,Neutral,High,Yes,In Stock,Incorrect
ORD002928,CUST6488,JioMart,21:29.5,32,Grocery,808,"Easy to order, loved it!",5,No,No,2.9,Lucknow,Positive,Medium,Yes,Out of Stock,Incorrect
ORD002929,CUST8034,Blinkit,59:29.5,31,Beverages,707,"Easy to order, loved it!",5,No,No,1.6,Kolkata,Negative,Medium,Yes,Out of Stock,Correct
ORD002930,CUST5456,JioMart,26:29.5,43,Snacks,466,Quick and reliable!,5,Yes,No,1.1,Jaipur,Positive,Low,No,Out of Stock,Incorrect
ORD002931,CUST9582,JioMart,45:29.5,30,Dairy,250,"Horrible experience, never ordering again.",1,No,Yes,4.8,Lucknow,Negative,Low,Yes,In Stock,Correct
ORD002932,CUST2046,JioMart,49:29.5,32,Beverages,872,"Fast delivery, great service!",5,No,No,4,Mumbai,Positive,Medium,Yes,In Stock,Incorrect
ORD002933,CUST5308,JioMart,42:29.5,17,Grocery,1439,Quick and reliable!,5,No,No,4.5,Kolkata,Negative,High,No,In Stock,Incorrect
ORD003053,CUST7660,Blinkit,58:29.5,20,Fruits & Vegetables,592,Items missing from order.,2,No,Yes,3.6,Delhi,Neutral,Low,No,In Stock,Incorrect
ORD002935,CUST9128,Swiggy Instamart,01:29.5,27,Beverages,448,"Fast delivery, great service!",5,No,No,1.7,Bangalore,Positive,Low,No,Out of Stock,Correct
ORD004650,CUST6191,Blinkit,19:29.5,9,Personal Care,594,Delivery person was rude.,2,No,Yes,2.3,Hyderabad,Negative,Medium,No,Out of Stock,Correct
ORD004773,CUST6253,Blinkit,31:29.5,24,Snacks,425,"Horrible experience, never ordering again.",1,No,Yes,1.2,Chennai,Neutral,Low,Yes,Out of Stock,Correct
ORD003458,CUST4158,Blinkit,00:29.5,31,Fruits & Vegetables,595,"Very late delivery, not happy.",2,No,Yes,4.3,Chennai,Neutral,Low,Yes,Out of Stock,Correct
ORD002939,CUST1908,Swiggy Instamart,18:29.5,20,Beverages,926,Wrong item delivered.,1,No,Yes,3.2,Jaipur,Positive,Medium,Yes,Out of Stock,Incorrect
ORD002940,CUST9185,JioMart,05:29.5,27,Fruits & Vegetables,272,"Horrible experience, never ordering again.",1,No,Yes,3.1,Mumbai,Neutral,Low,Yes,In Stock,Incorrect
ORD002941,CUST3734,JioMart,50:29.5,15,Beverages,780,Very satisfied with the service.,5,No,No,4.6,Chennai,Neutral,Medium,No,Out of Stock,Incorrect
ORD002942,CUST7024,JioMart,20:29.5,15,Personal Care,1084,Wrong item delivered.,1,No,Yes,3.4,Kolkata,Neutral,High,Yes,Out of Stock,Incorrect
ORD002943,CUST3577,Swiggy Instamart,19:29.5,15,Grocery,1251,"Fast delivery, great service!",5,No,No,1.4,Hyderabad,Negative,High,No,In Stock,Correct
ORD002944,CUST5179,JioMart,37:29.5,45,Grocery,1261,"Horrible experience, never ordering again.",1,Yes,Yes,1.6,Kolkata,Positive,High,No,In Stock,Correct
ORD002945,CUST2685,Swiggy Instamart,03:29.5,13,Dairy,178,"Not fresh, disappointed.",2,No,Yes,4.9,Bangalore,Positive,Low,Yes,Out of Stock,Incorrect
ORD002946,CUST2889,JioMart,40:29.5,24,Personal Care,1459,"Fast delivery, great service!",5,No,No,2.6,Kolkata,Positive,High,Yes,In Stock,Correct
ORD002947,CUST4742,JioMart,49:29.5,25,Beverages,290,"Very late delivery, not happy.",2,No,Yes,1.9,Hyderabad,Neutral,Low,Yes,In Stock,Incorrect
ORD000698,CUST3073,Blinkit,17:29.5,26,Grocery,424,Packaging could be better.,3,No,No,4.7,Bangalore,Negative,Low,Yes,Out of Stock,Incorrect
ORD002949,CUST1042,Swiggy Instamart,55:29.5,21,Beverages,685,"Horrible experience, never ordering again.",1,No,Yes,3.7,Kolkata,Neutral,Medium,Yes,In Stock,Correct
ORD002950,CUST1721,Blinkit,13:29.5,25,Grocery,1251,Wrong item delivered.,1,No,Yes,1.4,Mumbai,Neutral,High,No,Out of Stock,Incorrect
ORD004073,CUST4729,Blinkit,27:29.5,32,Dairy,598,Items missing from order.,2,No,Yes,4.5,Bangalore,Positive,Medium,No,Out of Stock,Incorrect
ORD000481,CUST9270,Blinkit,43:29.5,27,Personal Care,422,Good quality products.,4,No,No,4.5,Pune,Neutral,Medium,Yes,In Stock,Correct
ORD002953,CUST1753,Swiggy Instamart,39:29.5,45,Beverages,395,"Easy to order, loved it!",5,Yes,No,3.1,Jaipur,Neutral,Low,No,Out of Stock,Incorrect
ORD002954,CUST8729,Swiggy Instamart,07:29.5,42,Beverages,607,Very satisfied with the service.,5,Yes,No,3.7,Ahmedabad,Negative,Medium,No,In Stock,Incorrect
ORD002955,CUST6963,JioMart,15:29.5,10,Dairy,138,"Very late delivery, not happy.",2,No,Yes,4.4,Kolkata,Negative,Low,Yes,In Stock,Incorrect
ORD001622,CUST7981,Blinkit,36:29.5,22,Grocery,600,Very satisfied with the service.,5,No,No,2,Jaipur,Neutral,Low,No,In Stock,Correct
ORD002957,CUST3458,JioMart,53:29.5,14,Snacks,436,"Easy to order, loved it!",5,No,No,4.5,Bangalore,Positive,Low,Yes,Out of Stock,Correct
ORD002197,CUST5913,Blinkit,00:29.5,43,Beverages,422,Good quality products.,4,Yes,No,4.7,Chennai,Neutral,Medium,Yes,In Stock,Incorrect
ORD002959,CUST1579,Swiggy Instamart,30:29.5,24,Fruits & Vegetables,314,Packaging could be better.,3,No,No,2,Bangalore,Neutral,Low,Yes,In Stock,Correct
ORD002960,CUST7870,Swiggy Instamart,29:29.5,53,Personal Care,856,"Easy to order, loved it!",5,Yes,No,1.7,Hyderabad,Positive,Medium,Yes,Out of Stock,Correct
ORD002961,CUST4678,Swiggy Instamart,56:29.5,30,Dairy,257,Excellent experience!,5,No,No,2.5,Chennai,Neutral,Low,Yes,In Stock,Incorrect
ORD002661,CUST3740,Blinkit,44:29.5,13,Snacks,421,Items missing from order.,2,No,Yes,4.9,Ahmedabad,Negative,Low,No,Out of Stock,Incorrect
ORD002963,CUST5067,Swiggy Instamart,53:29.5,40,Snacks,205,"Not fresh, disappointed.",2,No,Yes,4.2,Mumbai,Neutral,Low,No,Out of Stock,Correct
ORD000904,CUST9229,Blinkit,50:29.5,32,Snacks,415,Excellent experience!,5,No,No,2.7,Bangalore,Negative,Low,No,Out of Stock,Incorrect
ORD002965,CUST6241,JioMart,24:29.5,21,Grocery,479,"Fast delivery, great service!",5,No,No,2.9,Chennai,Neutral,Low,No,In Stock,Correct
ORD001150,CUST3430,Blinkit,12:29.5,17,Fruits & Vegetables,603,Items missing from order.,2,No,Yes,4.2,Kolkata,Neutral,Medium,Yes,Out of Stock,Correct
ORD002967,CUST2276,JioMart,07:29.5,12,Fruits & Vegetables,677,Items missing from order.,2,No,Yes,3,Jaipur,Positive,Medium,No,Out of Stock,Incorrect
ORD003141,CUST7266,Blinkit,28:29.5,18,Beverages,414,Excellent experience!,5,No,No,1.4,Mumbai,Positive,Low,No,Out of Stock,Correct
ORD002969,CUST2956,JioMart,43:29.5,36,Snacks,280,Wrong item delivered.,1,No,Yes,1,Pune,Positive,Low,Yes,Out of Stock,Incorrect
ORD002970,CUST9225,Swiggy Instamart,00:29.5,34,Snacks,235,Very satisfied with the service.,5,No,No,1.2,Jaipur,Negative,Low,Yes,In Stock,Incorrect
ORD002971,CUST1862,JioMart,50:29.5,26,Personal Care,191,"Fast delivery, great service!",5,No,No,4,Delhi,Negative,Low,Yes,In Stock,Incorrect
ORD002972,CUST3938,Swiggy Instamart,59:29.5,25,Fruits & Vegetables,636,Packaging could be better.,3,No,No,1.3,Kolkata,Positive,Medium,No,Out of Stock,Correct
ORD002973,CUST4656,Swiggy Instamart,10:29.5,17,Personal Care,619,Packaging could be better.,3,No,No,3.5,Bangalore,Neutral,Medium,No,Out of Stock,Incorrect
ORD002974,CUST9450,JioMart,51:29.5,20,Beverages,115,Items missing from order.,2,No,Yes,1.9,Pune,Neutral,Low,Yes,Out of Stock,Correct
ORD001454,CUST4178,Blinkit,34:29.5,41,Dairy,412,Quick and reliable!,5,Yes,No,3,Delhi,Neutral,Medium,No,Out of Stock,Incorrect
ORD004668,CUST3734,Blinkit,15:29.5,28,Beverages,409,Quick and reliable!,5,No,No,2.9,Delhi,Neutral,Low,Yes,Out of Stock,Correct
ORD004216,CUST3608,Blinkit,52:29.5,27,Beverages,408,Quick and reliable!,5,No,No,3.2,Chennai,Negative,High,Yes,In Stock,Correct
ORD002978,CUST8620,Blinkit,10:29.5,36,Dairy,207,Delivery person was rude.,2,No,Yes,3.7,Kolkata,Neutral,Low,No,Out of Stock,Incorrect
ORD002232,CUST6455,Blinkit,50:29.5,24,Fruits & Vegetables,407,Excellent experience!,5,No,No,1.9,Jaipur,Neutral,Low,Yes,In Stock,Incorrect
ORD002980,CUST6090,Swiggy Instamart,09:29.5,19,Snacks,175,Items missing from order.,2,No,Yes,4.5,Jaipur,Negative,Low,No,Out of Stock,Incorrect
ORD002981,CUST6362,Blinkit,51:29.5,24,Snacks,86,Excellent experience!,5,No,No,2,Pune,Negative,Low,No,Out of Stock,Correct
ORD002982,CUST2415,Swiggy Instamart,30:29.5,15,Beverages,907,Quick and reliable!,5,No,No,2.1,Hyderabad,Positive,Medium,No,Out of Stock,Incorrect
ORD002983,CUST8483,Swiggy Instamart,31:29.5,45,Fruits & Vegetables,511,"Very late delivery, not happy.",2,Yes,Yes,4.9,Chennai,Neutral,Medium,No,In Stock,Correct
ORD002984,CUST1130,Swiggy Instamart,26:29.5,36,Fruits & Vegetables,236,Good quality products.,4,No,No,1.5,Hyderabad,Positive,Low,No,Out of Stock,Correct
ORD002985,CUST7044,JioMart,51:29.5,36,Snacks,198,Packaging could be better.,3,No,No,2.9,Delhi,Neutral,Low,No,Out of Stock,Incorrect
ORD002986,CUST4287,JioMart,07:29.5,24,Personal Care,1087,"Not fresh, disappointed.",2,No,Yes,4.2,Ahmedabad,Neutral,High,Yes,Out of Stock,Incorrect
ORD002987,CUST5777,Swiggy Instamart,21:29.5,29,Dairy,462,Items missing from order.,2,No,Yes,4.7,Bangalore,Neutral,Low,Yes,Out of Stock,Correct
ORD002988,CUST5979,JioMart,11:29.5,25,Grocery,950,Packaging could be better.,3,No,No,1.1,Jaipur,Positive,Medium,No,In Stock,Correct
ORD002989,CUST4974,Blinkit,37:29.5,15,Grocery,1234,"Horrible experience, never ordering again.",1,No,Yes,1.4,Mumbai,Negative,High,Yes,In Stock,Incorrect
ORD004661,CUST4012,Blinkit,50:29.5,13,Dairy,605,"Very late delivery, not happy.",2,No,Yes,3.8,Bangalore,Neutral,Low,No,In Stock,Correct
ORD002991,CUST7033,Swiggy Instamart,03:29.5,37,Snacks,303,Packaging could be better.,3,No,No,2.2,Ahmedabad,Positive,Low,Yes,In Stock,Incorrect
ORD002992,CUST9083,Blinkit,28:29.5,33,Personal Care,406,Items missing from order.,2,No,Yes,1.5,Bangalore,Positive,Low,Yes,In Stock,Correct
ORD002993,CUST4201,Swiggy Instamart,43:29.5,30,Dairy,762,Delivery person was rude.,2,No,Yes,1.3,Mumbai,Positive,Medium,Yes,Out of Stock,Incorrect
ORD002994,CUST9954,Swiggy Instamart,13:29.5,21,Beverages,340,"Easy to order, loved it!",5,No,No,2.2,Mumbai,Positive,Low,No,In Stock,Correct
ORD000220,CUST8260,Blinkit,46:29.5,10,Grocery,608,"Fast delivery, great service!",5,No,No,3.3,Mumbai,Positive,Low,Yes,In Stock,Incorrect
ORD002996,CUST3466,JioMart,19:29.5,20,Personal Care,791,Delivery person was rude.,2,No,Yes,1.4,Delhi,Neutral,Medium,Yes,In Stock,Incorrect
ORD001425,CUST3253,Blinkit,22:29.5,32,Dairy,405,Items missing from order.,2,No,Yes,2.1,Jaipur,Neutral,Low,Yes,In Stock,Correct
ORD002998,CUST7718,Blinkit,17:29.5,20,Fruits & Vegetables,608,Excellent experience!,5,No,No,1.5,Mumbai,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD002999,CUST1391,Swiggy Instamart,01:29.5,23,Personal Care,671,"Horrible experience, never ordering again.",1,No,Yes,1.7,Chennai,Positive,Medium,No,In Stock,Incorrect
ORD003000,CUST4817,Swiggy Instamart,30:29.5,22,Fruits & Vegetables,278,Good quality products.,4,No,No,1.4,Mumbai,Neutral,Low,Yes,Out of Stock,Correct
ORD003001,CUST9872,Swiggy Instamart,05:29.5,37,Snacks,139,Delivery person was rude.,2,No,Yes,2.8,Bangalore,Neutral,Low,Yes,Out of Stock,Correct
ORD003002,CUST6675,Swiggy Instamart,51:29.5,19,Beverages,451,"Not fresh, disappointed.",2,No,Yes,3.8,Chennai,Positive,Low,Yes,Out of Stock,Correct
ORD003003,CUST1157,JioMart,48:29.5,29,Fruits & Vegetables,188,"Horrible experience, never ordering again.",1,No,Yes,1.9,Hyderabad,Positive,Low,Yes,Out of Stock,Correct
ORD003004,CUST6488,JioMart,55:29.5,36,Grocery,437,Good quality products.,4,No,No,1.6,Delhi,Neutral,Low,Yes,In Stock,Correct
ORD003005,CUST1023,JioMart,22:29.5,42,Fruits & Vegetables,497,Delivery person was rude.,2,Yes,Yes,1.7,Bangalore,Neutral,Low,Yes,Out of Stock,Incorrect
ORD003006,CUST7164,Swiggy Instamart,10:29.5,33,Snacks,221,Very satisfied with the service.,5,No,No,4.9,Delhi,Neutral,Low,No,Out of Stock,Incorrect
ORD003007,CUST6038,Swiggy Instamart,50:29.5,10,Snacks,69,"Fast delivery, great service!",5,No,No,1.5,Bangalore,Negative,Low,No,Out of Stock,Correct
ORD003008,CUST2703,Swiggy Instamart,52:29.5,27,Snacks,164,"Horrible experience, never ordering again.",1,No,Yes,2.8,Bangalore,Neutral,Low,No,In Stock,Correct
ORD003009,CUST4361,JioMart,38:29.5,37,Grocery,944,Quick and reliable!,5,No,No,2.3,Mumbai,Neutral,Medium,No,Out of Stock,Incorrect
ORD003010,CUST9680,Swiggy Instamart,03:29.5,20,Grocery,897,"Not fresh, disappointed.",2,No,Yes,4.3,Bangalore,Negative,Medium,Yes,Out of Stock,Correct
ORD003011,CUST4902,Blinkit,43:29.5,43,Dairy,667,Delivery person was rude.,2,Yes,Yes,3.2,Kolkata,Negative,Medium,No,Out of Stock,Incorrect
ORD000150,CUST9727,Blinkit,11:29.5,23,Dairy,403,"Not fresh, disappointed.",2,No,Yes,1,Hyderabad,Positive,Low,No,Out of Stock,Incorrect
ORD003013,CUST9061,Swiggy Instamart,21:29.5,35,Grocery,1308,"Fast delivery, great service!",5,No,No,1.2,Bangalore,Neutral,High,No,Out of Stock,Incorrect
ORD003014,CUST1981,Blinkit,16:29.5,39,Beverages,909,Delivery person was rude.,2,No,Yes,4.7,Hyderabad,Positive,Medium,No,In Stock,Correct
ORD002732,CUST8405,Blinkit,40:29.5,44,Dairy,403,"Fast delivery, great service!",5,Yes,No,2.2,Hyderabad,Positive,Low,Yes,Out of Stock,Incorrect
ORD003016,CUST5584,JioMart,52:29.5,30,Dairy,379,Packaging could be better.,3,No,No,2.4,Jaipur,Negative,Low,Yes,Out of Stock,Incorrect
ORD003017,CUST2524,Swiggy Instamart,14:29.5,38,Grocery,202,Very satisfied with the service.,5,No,No,2.7,Bangalore,Neutral,Low,Yes,Out of Stock,Correct
ORD003018,CUST1719,Swiggy Instamart,21:29.5,18,Grocery,1448,Wrong item delivered.,1,No,Yes,4.5,Pune,Neutral,High,Yes,Out of Stock,Correct
ORD003019,CUST4792,JioMart,29:29.5,37,Personal Care,1333,"Fast delivery, great service!",5,No,No,3,Mumbai,Positive,High,Yes,In Stock,Incorrect
ORD001719,CUST3102,Blinkit,29:29.5,32,Personal Care,395,Good quality products.,4,No,No,1.6,Bangalore,Negative,High,Yes,In Stock,Incorrect
ORD002542,CUST7129,Blinkit,14:29.5,28,Snacks,394,Delivery person was rude.,2,No,Yes,2.2,Jaipur,Negative,Low,Yes,In Stock,Correct
ORD003022,CUST7102,Swiggy Instamart,53:29.5,26,Fruits & Vegetables,299,Items missing from order.,2,No,Yes,1.2,Bangalore,Positive,Low,Yes,Out of Stock,Correct
ORD000769,CUST2169,Blinkit,09:29.5,31,Fruits & Vegetables,392,Delivery person was rude.,2,No,Yes,2.8,Ahmedabad,Neutral,Low,No,Out of Stock,Incorrect
ORD003024,CUST2391,JioMart,26:29.5,39,Beverages,792,"Horrible experience, never ordering again.",1,No,Yes,3.6,Mumbai,Negative,Medium,Yes,In Stock,Incorrect
ORD003025,CUST2565,JioMart,44:29.5,28,Dairy,281,Wrong item delivered.,1,No,Yes,1.8,Bangalore,Negative,Low,Yes,In Stock,Incorrect
ORD003026,CUST9280,Swiggy Instamart,06:29.5,11,Beverages,925,Items missing from order.,2,No,Yes,2.1,Chennai,Negative,Medium,Yes,Out of Stock,Correct
ORD003027,CUST3187,JioMart,57:29.5,26,Grocery,337,Wrong item delivered.,1,No,Yes,3.9,Mumbai,Positive,Low,No,Out of Stock,Incorrect
ORD003028,CUST7461,JioMart,58:29.5,28,Personal Care,1137,"Very late delivery, not happy.",2,No,Yes,1.3,Jaipur,Positive,High,Yes,Out of Stock,Correct
ORD003029,CUST2226,Swiggy Instamart,32:29.5,39,Grocery,1107,Delivery person was rude.,2,No,Yes,2.2,Ahmedabad,Negative,High,Yes,Out of Stock,Incorrect
ORD003030,CUST2020,JioMart,03:29.5,32,Personal Care,1662,Quick and reliable!,5,No,No,3.6,Hyderabad,Neutral,High,No,Out of Stock,Correct
ORD003031,CUST8126,JioMart,09:29.5,30,Dairy,536,Excellent experience!,5,No,No,4.5,Ahmedabad,Positive,Medium,No,In Stock,Correct
ORD003032,CUST3141,JioMart,00:29.5,38,Dairy,217,"Not fresh, disappointed.",2,No,Yes,1.8,Ahmedabad,Negative,Low,No,In Stock,Correct
ORD003033,CUST4879,Blinkit,54:29.5,37,Snacks,489,"Easy to order, loved it!",5,No,No,3.3,Delhi,Neutral,Low,Yes,In Stock,Incorrect
ORD003034,CUST5778,Swiggy Instamart,31:29.5,39,Grocery,776,Delivery person was rude.,2,No,Yes,2.5,Jaipur,Positive,Medium,Yes,Out of Stock,Correct
ORD003035,CUST5276,Swiggy Instamart,03:29.5,21,Beverages,650,Excellent experience!,5,No,No,4.8,Delhi,Neutral,Medium,Yes,Out of Stock,Correct
ORD003036,CUST6161,Swiggy Instamart,41:29.5,39,Dairy,277,Items missing from order.,2,No,Yes,4.7,Ahmedabad,Positive,Low,Yes,Out of Stock,Correct
ORD003037,CUST7438,Blinkit,28:29.5,43,Snacks,415,"Very late delivery, not happy.",2,Yes,Yes,1.4,Pune,Negative,Low,No,In Stock,Incorrect
ORD001208,CUST2882,Blinkit,34:29.5,34,Personal Care,608,Items missing from order.,2,No,Yes,4.1,Pune,Negative,Low,No,In Stock,Incorrect
ORD003039,CUST6211,Swiggy Instamart,07:29.5,34,Snacks,359,"Fast delivery, great service!",5,No,No,2.6,Chennai,Positive,Low,No,In Stock,Incorrect
ORD003236,CUST9129,Blinkit,17:29.5,31,Fruits & Vegetables,608,Good quality products.,4,No,No,2.7,Jaipur,Negative,Medium,Yes,Out of Stock,Correct
ORD003041,CUST5455,Swiggy Instamart,02:29.5,34,Fruits & Vegetables,426,"Fast delivery, great service!",5,No,No,5,Jaipur,Negative,Low,No,In Stock,Correct
ORD003042,CUST4827,Blinkit,03:29.5,36,Fruits & Vegetables,522,Very satisfied with the service.,5,No,No,4.7,Lucknow,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD003043,CUST2223,JioMart,51:29.5,40,Fruits & Vegetables,621,Quick and reliable!,5,No,No,3.2,Jaipur,Positive,Medium,No,Out of Stock,Incorrect
ORD003044,CUST4321,JioMart,39:29.5,13,Snacks,402,"Fast delivery, great service!",5,No,No,1.5,Lucknow,Neutral,Low,Yes,In Stock,Incorrect
ORD003045,CUST3230,Swiggy Instamart,40:29.5,32,Snacks,361,"Easy to order, loved it!",5,No,No,3.2,Jaipur,Neutral,Low,Yes,In Stock,Incorrect
